Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3SzjiaERsEcer4g6rtncJU,"4imxqng3RrOBmykL2DhIJC","Bad B Bop","The Coldest Winter Ever, Pt. 2","Ms Banks",2019-12-12,219562,38,spotify:user:recks11,2020-10-23T18:18:34Z,"uk hip hop",0.877,0.609,0,-6.859,1,0.066,0.00225,0.0000995,0.0755,0.337,106.017,4
2zjGJ0dChMR0KxBZS15aqo,"0YinUQ50QDB7ZxSCLyQ40k,7rkW85dBwwrJtlHRDkJDAC,699OTQXzgjhIYAHMy9RyPD,31W5EY0aAly4Qieq6OFu6I","Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)","Perfect Ten","Mustard,NAV,Playboi Carti,A Boogie Wit da Hoodie",2019-06-28,174100,74,spotify:user:recks11,2020-10-23T18:18:34Z,"cali rap,hip hop,pop rap,rap,southern hip hop,trap,canadian hip hop,melodic rap,toronto rap,atl hip hop",0.883,0.525,2,-8.054,0,0.0633,0.189,0,0.0971,0.312,99.978,4
3QzAOrNlsabgbMwlZt7TAY,"0YinUQ50QDB7ZxSCLyQ40k,757aE44tKEUQEqRuT6GnEB","Ballin' (with Roddy Ricch)","Perfect Ten","Mustard,Roddy Ricch",2019-06-28,180434,83,spotify:user:recks11,2020-10-23T18:18:34Z,"cali rap,hip hop,pop rap,rap,southern hip hop,trap,melodic rap",0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,4
6DddRnq5NnVFjbyopAcRnq,"5wPoxI5si3eJsYYwyXV4Wi,6eUKZXaKkcviH0Ku9w2n3V,2RdwBSPQiwcmiDo9kixcl8","Lifting You","NO ONE EVER REALLY DIES","N.E.R.D,Ed Sheeran,Pharrell Williams",2017-12-15,222960,39,spotify:user:recks11,2020-10-23T18:18:34Z,"hip hop,virginia hip hop,pop,uk pop,pop rap",0.761,0.509,2,-6.186,1,0.134,0.124,0.0151,0.0832,0.578,170.038,4
65UcBkHqJoIk33vfxqUzvm,"5wPoxI5si3eJsYYwyXV4Wi,2YZyLoL8N0Wb9xBt1NhZWg,0QJIPDAEDILuo8AIq3pMuU","Kites","NO ONE EVER REALLY DIES","N.E.R.D,Kendrick Lamar,M.I.A.",2017-12-15,290933,45,spotify:user:recks11,2020-10-23T18:18:34Z,"hip hop,virginia hip hop,conscious hip hop,rap,west coast rap,dance pop,escape room,indietronica,new rave,pop rap",0.571,0.725,1,-6.809,1,0.397,0.104,0,0.0856,0.687,200.03,4
2sMkhUglKashsCjp76uOB9,"3dKjmeRZcSUw617CoMzEA0,491U1PrV1EoQuhM0aUCn9r","Like a Film (feat. M Huncho)","Like a Film (feat. M Huncho)","Nafe Smallz,M Huncho",2019-03-01,193846,47,spotify:user:recks11,2020-10-23T18:18:34Z,"afroswing,trap soul,uk hip hop",0.859,0.665,5,-6.906,1,0.227,0.197,0,0.199,0.416,130.068,4
1t7fuovEXYKxa3zcdgQV1h,"2gzWmhOZhDN6gXL49JW9qj,6vXTefBL93Dj5IqAWq6OTv","Allow","Bad Hair Extensions","Nasty C,French Montana",2016-12-02,179306,28,spotify:user:recks11,2020-10-23T18:18:34Z,"south african hip hop,south african pop,south african trap,hip hop,pop rap,rap,southern hip hop,trap",0.91,0.488,8,-5.833,0,0.126,0.0952,0.0000211,0.0945,0.46,139.977,4
4fkCcUS3Gl5cRi9zNt7oMa,"2gzWmhOZhDN6gXL49JW9qj,0pEJe38UHfdkFEEaPgwH0P","SMA","Strings And Bling","Nasty C,Rowlene",2018-07-06,314150,46,spotify:user:recks11,2020-10-23T18:18:34Z,"south african hip hop,south african pop,south african trap",0.602,0.501,9,-6.145,1,0.0674,0.0707,0,0.169,0.0486,86.923,4
0hvMM1GPZZZHtNuMl8sU8a,"1bT7m67vi78r2oqvxrP3X5,0CkbPVBpOwwz9NPPglFKyq,7aBzpmFXB4WWpPl2F7RjBe","All Or Nothing","All Or Nothing","Naughty Boy,RAY BLK,Wyclef Jean",2018-04-18,233482,41,spotify:user:recks11,2020-10-23T18:18:34Z,"tropical house,uk contemporary r&b,electra,rap kreyol",0.622,0.757,9,-3.497,1,0.053,0.27,0,0.136,0.61,135.126,4
4KqPuyZdcjXuRqXSARnt6r,"7f4ignuCJhLXfZ9giKT7rH","Regular - English Version","NCT #127 Regular-Irregular - The 1st Album","NCT 127",2018-10-12,219106,66,spotify:user:recks11,2020-10-23T18:18:34Z,"k-pop,k-pop boy group",0.741,0.747,9,-5.459,0,0.0956,0.263,0.00000515,0.266,0.831,134.039,4
3GlgnE5gpKmejOw8PTuM8F,"77SW9BnxLY8rJ0RciFqkHh","Honest","The Amazing Spider-Man 2 (The Original Motion Picture Soundtrack) [Deluxe]","The Neighbourhood",2014-04-11,237613,19,spotify:user:recks11,2020-10-23T18:18:34Z,"modern alternative rock,modern rock,pop",0.543,0.394,6,-12.219,0,0.0557,0.00994,0.00992,0.118,0.0633,95.888,4
1zkXUXNHpYQTcXZAaZbeEp,"77SW9BnxLY8rJ0RciFqkHh","Roll Call","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,250400,52,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.562,0.542,0,-7.221,1,0.053,0.00932,0.348,0.635,0.26,78.031,4
4lOavMadLCGAOJEvMJ5t4t,"77SW9BnxLY8rJ0RciFqkHh","24/7","Hard - EP","The Neighbourhood",2017-09-22,221706,0,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.615,0.74,7,-4.662,0,0.0754,0.00241,0.00113,0.115,0.219,118.957,4
6TA5aymvVrtiPVbuAwmPIc,"77SW9BnxLY8rJ0RciFqkHh","Scary Love","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,222666,69,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.595,0.636,5,-5.981,0,0.0312,0.0000945,0.0529,0.196,0.147,112.008,4
6728vXPUOymvDy72I5P2uX,"77SW9BnxLY8rJ0RciFqkHh","Softcore","The Neighbourhood","The Neighbourhood",2018-03-09,208466,0,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.574,0.577,2,-5.477,1,0.0284,0.0471,0.000429,0.153,0.359,93.964,4
2wXioTynVwrEWYRv6R6vEj,"77SW9BnxLY8rJ0RciFqkHh","Void","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,203666,67,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183,4
6wbbeA1FcbqXiJs7aIA8x7,"77SW9BnxLY8rJ0RciFqkHh,0EeQBlQJFiAfJeVN2vT9s0","Livin' In a Dream (feat. Nipsey Hussle)","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood,Nipsey Hussle",2018-11-02,195000,50,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop,conscious hip hop,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0.584,0.779,3,-5.656,0,0.0721,0.259,0.00606,0.28,0.518,94.841,4
5ulSn7Zhh7MylcgUGvynDb,"77SW9BnxLY8rJ0RciFqkHh","You Get Me So High","Hard - EP","The Neighbourhood",2017-09-22,155533,0,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.554,0.889,7,-6.104,0,0.0423,0.19,0.0868,0.117,0.412,88.035,4
75iJMOH4oBobiRiBJVdw2m,"77SW9BnxLY8rJ0RciFqkHh","Paradise","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,209600,57,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.677,0.716,2,-5.791,0,0.0348,0.209,0.0465,0.248,0.304,83.004,4
1sgM8gODMdRe3tcCtMs9KC,"77SW9BnxLY8rJ0RciFqkHh,6FD0unjzGQhX3b6eMccMJe","Beat Take 1 (feat. Ghostface Killah)","Ever Changing - EP","The Neighbourhood,Ghostface Killah",2018-09-21,208680,0,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop,alternative hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,southern hip hop",0.667,0.606,0,-5.955,0,0.184,0.358,0.000291,0.111,0.334,85.966,4
3A7GExPnWwQ2FYt6jBYNj7,"77SW9BnxLY8rJ0RciFqkHh","Stuck with Me","The Neighbourhood","The Neighbourhood",2018-03-09,258733,0,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.548,0.73,9,-6.399,0,0.0535,0.0161,0.0242,0.147,0.441,166,4
0YNtAadZvKBBEFARtfoCV8,"77SW9BnxLY8rJ0RciFqkHh","Compass","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,167960,69,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.7,0.82,5,-5.499,0,0.0329,0.238,0.318,0.658,0.667,109.998,4
113xf7t4qNM7038YJvauik,"77SW9BnxLY8rJ0RciFqkHh","Nervous","Hard To Imagine The Neighbourhood Ever Changing","The Neighbourhood",2018-11-02,245000,68,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837,4
6mAuw7R6u4vlNneuBgnC8K,"77SW9BnxLY8rJ0RciFqkHh","How","I Love You.","The Neighbourhood",2013-04-19,314826,57,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.382,0.749,7,-5.683,0,0.0379,0.00206,0.687,0.0668,0.0572,151.883,4
7brQHA2CgQpcMBiOlfiXYb,"77SW9BnxLY8rJ0RciFqkHh","Afraid","I Love You.","The Neighbourhood",2013-04-19,251186,77,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4
0yyyapBjZ9Ek1vcpp3e9bj,"77SW9BnxLY8rJ0RciFqkHh","Everybody's Watching Me (Uh Oh)","I Love You.","The Neighbourhood",2013-04-19,238026,56,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.491,0.944,4,-2.879,0,0.0558,0.0904,0.565,0.0963,0.493,150.105,4
3vooOYHU0Fi3ViCG7Ozh0Y,"77SW9BnxLY8rJ0RciFqkHh","W.D.Y.W.F.M?","I Love You.","The Neighbourhood",2013-04-19,259413,65,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.557,0.845,8,-2.926,0,0.0346,0.0303,0.00851,0.354,0.508,123.997,4
2Kt1XplPBQBsDKQDa6TssB,"77SW9BnxLY8rJ0RciFqkHh","Flawless","I Love You.","The Neighbourhood",2013-04-19,246493,67,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99,4
4T5ndvmuR4lpEYTIQEMp7F,"77SW9BnxLY8rJ0RciFqkHh","Female Robbery","I Love You.","The Neighbourhood",2013-04-19,209493,41,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.52,0.894,7,-3.14,0,0.0274,0.00775,0.375,0.256,0.381,88.109,4
0Ot6e3wYVQQ1Us9PM977jE,"77SW9BnxLY8rJ0RciFqkHh","A Little Death","Thank You,","The Neighbourhood",2012-12-18,209706,63,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.53,0.763,6,-4.712,0,0.0332,0.0026,0.00000186,0.105,0.338,88.013,4
5v8aEcHcaJIGYpfVVPtJjI,"77SW9BnxLY8rJ0RciFqkHh","Wires","I'm Sorry...","The Neighbourhood",2013-05-08,193080,73,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991,4
4TaY35s44Bf6OQnRK4R8Y5,"77SW9BnxLY8rJ0RciFqkHh","West Coast","The Love Collection","The Neighbourhood",2013-12-10,253520,59,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.742,0.468,1,-6.356,1,0.108,0.162,0.00978,0.337,0.456,78.047,4
2NNzvsOFpztTUUzk6rcnPH,"77SW9BnxLY8rJ0RciFqkHh","No Grey","The Love Collection","The Neighbourhood",2013-12-10,206960,56,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.83,0.828,9,-5.562,0,0.0494,0.0509,0.00824,0.331,0.665,89.905,4
0T7tq31vimg4GfottWxL5V,"77SW9BnxLY8rJ0RciFqkHh","Too Serious","The Neighbourhood","The Neighbourhood",2018-03-09,193680,0,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.522,0.446,5,-9.205,1,0.0389,0.677,0.00845,0.117,0.323,79.81,4
0EfsDEYaSjGYd66Pr881nq,"77SW9BnxLY8rJ0RciFqkHh","Cry Baby","Wiped Out!","The Neighbourhood",2015-10-30,235160,74,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.581,0.656,4,-4.891,0,0.0294,0.00269,0.00000278,0.101,0.338,108.033,4
4Tp4gRuDo1sIMP6gH9LwuH,"77SW9BnxLY8rJ0RciFqkHh","Wiped Out!","Wiped Out!","The Neighbourhood",2015-10-30,373373,61,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.571,0.737,9,-6.53,0,0.027,0.0113,0.000477,0.3,0.0656,127.975,4
2TYhLK54JX0wrVlXUdLyuP,"77SW9BnxLY8rJ0RciFqkHh","The Beach","The Beach","The Neighbourhood",2015-09-25,255133,0,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.245,0.64,2,-7.426,0,0.0608,0.131,0.00000811,0.0766,0.105,135.739,4
5E30LdtzQTGqRvNd7l6kG5,"77SW9BnxLY8rJ0RciFqkHh","Daddy Issues","Wiped Out!","The Neighbourhood",2015-10-30,260173,88,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
07VBqWH6NG8L2ad3l84UKk,"77SW9BnxLY8rJ0RciFqkHh","R.I.P. 2 My Youth","Wiped Out!","The Neighbourhood",2015-10-30,205280,71,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.353,0.686,7,-5.704,0,0.0534,0.00216,0,0.123,0.177,94.47,4
6NK6BSGwtmJ1HTOCYRWslQ,"77SW9BnxLY8rJ0RciFqkHh","Lurk","#000000 & #FFFFFF","The Neighbourhood",2014-11-28,214586,59,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.723,0.653,0,-6.319,1,0.0347,0.0921,0.25,0.0881,0.193,125.444,4
3XdkoHjalwE7BYtR7nvdPm,"77SW9BnxLY8rJ0RciFqkHh,2PU4qFehXQF7WnlFsJpBiJ","warm (feat. Raury)","#000000 & #FFFFFF","The Neighbourhood,Raury",2014-11-28,357066,50,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop,psychedelic hip hop",0.324,0.476,6,-8.577,0,0.0418,0.717,0.0591,0.0835,0.104,142.097,3
7ofaLUVPCwrPrKY6Rk6c0b,"77SW9BnxLY8rJ0RciFqkHh,0uFc6StTmJBvdHPZFDkdJy,3TmVOBZL0RYrAAF3f2QSGq","Jealou$y (feat. Casey Veggies & Kossisko)","#000000 & #FFFFFF","The Neighbourhood,Casey Veggies,Kossisko",2014-11-28,267066,57,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop,hip hop,rap,underground hip hop,west coast trap,cali rap",0.511,0.622,9,-5.094,0,0.15,0.14,0.0000495,0.158,0.296,150.909,4
7BerVNuvBA1li04pN4XK7D,"77SW9BnxLY8rJ0RciFqkHh","1 of those Weaks","#000000 & #FFFFFF","The Neighbourhood",2014-11-28,194333,47,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.68,0.602,2,-6.875,1,0.198,0.319,0.000344,0.103,0.313,82.538,4
2Dtn6xdm8SZcHPrto79eSK,"77SW9BnxLY8rJ0RciFqkHh,0A0FS04o6zMoto8OKPsDwY","Dangerous (feat. YG)","#000000 & #FFFFFF","The Neighbourhood,YG",2014-11-28,216093,54,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop,cali rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap",0.751,0.774,5,-4.97,0,0.194,0.207,0,0.192,0.496,134.056,4
62lRj72gtFyhovAyfbZGBu,"77SW9BnxLY8rJ0RciFqkHh,02kJSzxNuaWGqwubyUba0Z","When I Get Back (feat. G-Eazy)","#000000 & #FFFFFF","The Neighbourhood,G-Eazy",2014-11-28,220960,43,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop,hip hop,indie pop rap,oakland hip hop,pop rap,rap",0.576,0.632,7,-8.981,0,0.204,0.187,0.000159,0.529,0.463,158.755,4
7N0XzHKFJVAg1sG3kXmLMm,"77SW9BnxLY8rJ0RciFqkHh","To","#000000 & #FFFFFF","The Neighbourhood",2014-11-28,144160,45,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.728,0.493,0,-10.198,0,0.0969,0.311,0.00642,0.318,0.451,134.978,4
7ehH993HyaSs8LjIsOpbGA,"77SW9BnxLY8rJ0RciFqkHh,6vXTefBL93Dj5IqAWq6OTv","#icanteven","#icanteven","The Neighbourhood,French Montana",2014-11-24,234253,0,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop,hip hop,pop rap,rap,southern hip hop,trap",0.542,0.63,6,-9.41,0,0.0886,0.104,0.0000157,0.0812,0.164,113.956,4
26SzctPrO5Km59OHWst3rb,"77SW9BnxLY8rJ0RciFqkHh","U&I","#000000 & #FFFFFF","The Neighbourhood",2014-11-28,214293,48,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.603,0.639,3,-6.86,0,0.0819,0.0237,0.00000996,0.705,0.503,143.062,3
26SzctPrO5Km59OHWst3rb,"77SW9BnxLY8rJ0RciFqkHh","U&I","#000000 & #FFFFFF","The Neighbourhood",2014-11-28,214293,48,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.603,0.639,3,-6.86,0,0.0819,0.0237,0.00000996,0.705,0.503,143.062,3
6jZKQCKbwjBtKdE7uJRRCK,"77SW9BnxLY8rJ0RciFqkHh","T$RL","#000000 & #FFFFFF","The Neighbourhood",2014-11-28,141880,43,spotify:user:recks11,2020-10-23T18:18:41Z,"modern alternative rock,modern rock,pop",0.516,0.514,3,-11.138,1,0.0765,0.673,0,0.101,0.322,109.157,4
7kAFSrTIOiVZ0gnHBuAH3l,"2gBjLmx6zQnFGQJCAQpRgw,07W0YfsvHM7Mw7Bq48Mb0A,7k5N7JJKEPUPQfK8whGITe,6kD993mKIytiN9sE6VyRfa","Air Force Ones","Nellyville","Nelly,Murphy Lee,Ali,Kyjuan",2002-06-25,304000,63,spotify:user:recks11,2020-10-23T18:18:41Z,"dance pop,hip hop,pop rap,rap,southern hip hop,st louis rap,urban contemporary,dirty south rap",0.784,0.459,4,-9.74,0,0.317,0.0847,0,0.079,0.618,164.062,4
04KTF78FFg8sOHC1BADqbY,"2gBjLmx6zQnFGQJCAQpRgw","Hot In Herre","Nellyville","Nelly",2002-06-25,228240,74,spotify:user:recks11,2020-10-23T18:18:41Z,"dance pop,hip hop,pop rap,rap,southern hip hop,st louis rap,urban contemporary",0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075,4
6qYpwqatC410yTeqNZzeYH,"6POMCYQE1sq1BJ8FnAvTA8","Thank God (Intro)","Wildflower","Nessly",2018-03-02,82946,15,spotify:user:recks11,2020-10-23T18:18:41Z,"melodic rap,trap soul,underground hip hop,vapor trap",0.742,0.808,11,-6.763,1,0.249,0.11,0.000109,0.107,0.798,80.066,4
6Npye1aBSUWzFiQEffJpyK,"6POMCYQE1sq1BJ8FnAvTA8,2rhFzFmezpnW82MNqEKVry","WHOHASIT","WHOHASIT","Nessly,Ski Mask The Slump God",2018-02-16,199386,0,spotify:user:recks11,2020-10-23T18:18:41Z,"melodic rap,trap soul,underground hip hop,vapor trap,miami hip hop,rap",0.733,0.617,6,-7.421,0,0.331,0.0613,0,0.0731,0.515,146.056,4
5dBMnPdp3IrsSRNI0Aqs5r,"6POMCYQE1sq1BJ8FnAvTA8","Secret","Wildflower","Nessly",2018-03-02,191973,22,spotify:user:recks11,2020-10-23T18:18:41Z,"melodic rap,trap soul,underground hip hop,vapor trap",0.824,0.48,10,-8.566,0,0.53,0.0149,0,0.12,0.315,160.112,4
5FYxAeFPJQCppBZfaiU74S,"6POMCYQE1sq1BJ8FnAvTA8,3MZsBdqDrRTJihTHQrO6Dq","Make It Right","Make It Right (featuring Joji)","Nessly,Joji",2018-02-23,226800,0,spotify:user:recks11,2020-10-23T18:18:41Z,"melodic rap,trap soul,underground hip hop,vapor trap,alternative r&b,viral pop",0.757,0.526,1,-6.565,0,0.07,0.147,0.00000216,0.111,0.653,146.052,4
4rnriM1hFyeRrdRQSZd9uA,"1L8An7RfJbMW7zBy2fE0Tz","Positions","Positions","Nia Sultana",2018-11-02,146823,49,spotify:user:recks11,2020-10-23T18:18:41Z,"alternative r&b,chill r&b,indie r&b",0.639,0.535,1,-7.714,1,0.0596,0.489,0.00126,0.109,0.321,84.975,4
4HJ8PUKMGrqApp1U6IIaZF,"0hCNtLu0JehylgoiP8L4Gh","Come On A Cone","Pink Friday: Roman Reloaded The Re-Up","Nicki Minaj",2012-01-01,185293,34,spotify:user:recks11,2020-10-23T18:18:49Z,"dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop",0.732,0.824,6,-4.406,0,0.209,0.342,0,0.239,0.732,154.061,4
4It00tEYLwpjQtAhqnjCPC,"0hCNtLu0JehylgoiP8L4Gh,17lzZA2AlOHwCwFALHttmp","Beez In The Trap","Pink Friday ... Roman Reloaded (Deluxe)","Nicki Minaj,2 Chainz",2012-01-01,268493,64,spotify:user:recks11,2020-10-23T18:18:49Z,"dance pop,hip pop,pop,pop rap,post-teen pop,queens hip hop,atl hip hop,gangster rap,hip hop,rap,southern hip hop,trap",0.813,0.782,9,-6.005,1,0.218,0.0227,0.00165,0.0956,0.681,150.003,4
5cqz21gHUmfNgUY0JNzO3G,"1gALaWbNDnwS2ECV09sn2A,1yqxFtPHKcGcv6SXZNdyT9","Push The Feeling On - Mk Dub Revisited Edit","Push The Feeling On","Nightcrawlers,MK",1995,243160,0,spotify:user:recks11,2020-10-23T18:18:49Z,"dance pop,deep groove house,edm,house,pop dance,tropical house",0.8,0.502,6,-13.299,0,0.0327,0.0315,0.0000145,0.211,0.797,123.033,4
4WH2PelEpTVSuglBbz65gN,"7AzjETXRUKNRSJHMW9GIqd","Somebody Special","Somebody Special","Nina Nesbitt",2018-01-11,198658,0,spotify:user:recks11,2020-10-23T18:18:49Z,"alt z,dance pop,electropop,indie cafe pop,indie poptimism,neo-singer-songwriter,pop,post-teen pop,uk pop",0.559,0.379,5,-7.217,0,0.0955,0.43,0,0.0649,0.791,172.095,4
0y7JsPpdF6D75aHOZK998j,"5MEHQvTW53C0ccsuxdZobQ","Maradona","This Is Me","Niniola",2017-10-30,191191,47,spotify:user:recks11,2020-10-23T18:18:49Z,"afropop,nigerian pop",0.913,0.642,0,-6.541,1,0.0584,0.0411,0.0451,0.106,0.797,117.943,4
7CT50AAAJs2s9HZ7UR5vGe,"5MEHQvTW53C0ccsuxdZobQ,6kgrtA0dlnVpWB6zjpXrRb","Fantasy","Fantasy","Niniola,Femi Kuti",2020-02-27,176106,33,spotify:user:recks11,2020-10-23T18:18:49Z,"afropop,nigerian pop,afrobeat,world",0.823,0.734,4,-5.424,0,0.112,0.446,0.4,0.188,0.743,112.348,4
7iiCkRk5dmaITzTqskI0om,"2inX1svE5swPuIBIJdrFyo,1wxPItEzr7U7rGSMPqZ25r","DGAF","Otherland","Noah Slee,Shiloh Dynasty",2017-08-25,196640,53,spotify:user:recks11,2020-10-23T18:18:49Z,"indie soul,vapor soul,lo-fi chill,sad rap",0.804,0.522,9,-7.319,0,0.0485,0.227,0.000171,0.077,0.243,134.168,4
0Q7bQszd9Lr699WS2Uo9aq,"4Qz5J3GBpmR1LcPgqFbzlW,0CTpeTOAvzc1FOlPj4uYWV","Smile","Smile","sophie meiers,Ben Beal",2016-11-11,143600,0,spotify:user:recks11,2020-10-23T18:18:49Z,"bedroom soul,lo-fi beats",0.45,0.515,0,-9.428,1,0.227,0.919,0.00246,0.162,0.719,78.372,4
06fNR3xo4ksfvM4UTeEoZJ,"1EpyA68dKpjf7jXmQL88Hy,1ybINI1qPiFbwDXamRtwxD,2A4T1kP7W7UrEd9PBVCdWf","Ace","Room 25","Noname,Smino,Saba",2018-09-14,182752,55,spotify:user:recks11,2020-10-23T18:18:49Z,"alternative r&b,chicago rap,escape room,hip hop,indie soul,neo soul,underground hip hop,rap",0.686,0.509,10,-9.173,1,0.404,0.864,0,0.12,0.651,106.889,4
3YelntUJuFb94u4VDS4EPc,"1EpyA68dKpjf7jXmQL88Hy","Yesterday","Telefone","Noname",2016-08-12,189509,50,spotify:user:recks11,2020-10-23T18:18:49Z,"alternative r&b,chicago rap,escape room,hip hop,indie soul,neo soul,underground hip hop",0.464,0.539,5,-8.701,1,0.394,0.488,0.00022,0.063,0.473,173.661,4
1ZEpge1j4gAi4R7pU9oor5,"1EpyA68dKpjf7jXmQL88Hy,10V21ykJFLM14zMmdNawQG","Sunny Duet (feat. the Mind)","Telefone","Noname,The Mind",2016-08-12,162490,51,spotify:user:recks11,2020-10-23T18:18:49Z,"alternative r&b,chicago rap,escape room,hip hop,indie soul,neo soul,underground hip hop",0.56,0.463,7,-9.601,1,0.421,0.775,0,0.128,0.896,155.711,4
6JvfBzqZmSiEG5MjM7OcSY,"1EpyA68dKpjf7jXmQL88Hy,4jqFe1fd5uul2XSSxsRvbZ,2PU4qFehXQF7WnlFsJpBiJ","Diddy Bop (feat. Cam O'bi & Raury)","Telefone","Noname,Cam O'bi,Raury",2016-08-12,208000,62,spotify:user:recks11,2020-10-23T18:18:49Z,"alternative r&b,chicago rap,escape room,hip hop,indie soul,neo soul,underground hip hop,psychedelic hip hop",0.637,0.503,1,-6.927,1,0.336,0.713,0.000113,0.109,0.661,81.061,4
0UVfZ1QfaSPqRHhmZNVI71,"1EpyA68dKpjf7jXmQL88Hy,2pHQOZq131jMXYSTjP3Ncx,5xI4mPixKfrCCspATqbpy3","Reality Check (feat. Akenya & Eryn Allen Kane)","Telefone","Noname,Akenya,Eryn Allen Kane",2016-08-12,183135,53,spotify:user:recks11,2020-10-23T18:18:49Z,"alternative r&b,chicago rap,escape room,hip hop,indie soul,neo soul,underground hip hop",0.722,0.519,6,-10.018,1,0.229,0.525,0.000494,0.105,0.655,95.014,4
